authors,article.title,source.title,publication.year,host.genus,host.species,virus.subfamily,virus.genus,virus.species,sero.positive,PCR.positive,isolation.positive,sample.size,notes,sample.size.notes
"Yuan, LH; Li, M; Li, LM; Monagin, C; Chmura, AA; Schneider, BS; Epstein, JH; Mei, XL; Shi, ZL; Daszak, P; Chen, JP",Evidence for Retrovirus and Paramyxovirus Infection of Multiple Bat Species in China,VIRUSES-BASEL,2014,eonycteris,spelaea,orthoparamyxovirinae,NA,NA,NA,1,NA,23,,
"Yuan, LH; Li, M; Li, LM; Monagin, C; Chmura, AA; Schneider, BS; Epstein, JH; Mei, XL; Shi, ZL; Daszak, P; Chen, JP",Evidence for Retrovirus and Paramyxovirus Infection of Multiple Bat Species in China,VIRUSES-BASEL,2014,macroglossus,sobrinus,NA,NA,NA,NA,0,NA,3,,
"Yuan, LH; Li, M; Li, LM; Monagin, C; Chmura, AA; Schneider, BS; Epstein, JH; Mei, XL; Shi, ZL; Daszak, P; Chen, JP",Evidence for Retrovirus and Paramyxovirus Infection of Multiple Bat Species in China,VIRUSES-BASEL,2014,cynopterus,sphinx,NA,NA,NA,NA,0,NA,78,,
"Yuan, LH; Li, M; Li, LM; Monagin, C; Chmura, AA; Schneider, BS; Epstein, JH; Mei, XL; Shi, ZL; Daszak, P; Chen, JP",Evidence for Retrovirus and Paramyxovirus Infection of Multiple Bat Species in China,VIRUSES-BASEL,2014,rousettus,leschenaultii,rubulavirinae,pararubulavirus,NA,NA,1,NA,51,,
"Wacharapluesadee, S; Boongird, K; Wanghongsa, S; Ratanasetyuth, N; Supavonwong, P; Saengsen, D; Gongal, GN; Hemachudha, T",A Longitudinal Study of the Prevalence of Nipah Virus in Pteropus lylei Bats in Thailand: Evidence for Seasonal Preference in Disease Transmission,VECTOR-BORNE AND ZOONOTIC DISEASES,2010,pteropus,lylei,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,NA,pool,,
"Gokhale, M; Sudeep, AB; Mathapati, B; Balasubramanian, R; Ullas, PT; Mohandas, S; Patil, DR; Shete, AM; Gopale, S; Sawant, P; Jain, R; Holeppanavar, M; Suryawanshi, AT; Chopade, G; Dhaigude, S; Patil, DY; Mourya, DT; Yadav, PD",Serosurvey for Nipah virus in bat population of southern part of India,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,2022,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,1,0,NA,541,,
"Gokhale, M; Sudeep, AB; Mathapati, B; Balasubramanian, R; Ullas, PT; Mohandas, S; Patil, DR; Shete, AM; Gopale, S; Sawant, P; Jain, R; Holeppanavar, M; Suryawanshi, AT; Chopade, G; Dhaigude, S; Patil, DY; Mourya, DT; Yadav, PD",Serosurvey for Nipah virus in bat population of southern part of India,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,2022,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,NA,0,NA,32,,
"Anthony, SJ; Epstein, JH; Murray, KA; Navarrete-Macias, I; Zambrana-Torrelio, CM; Solovyov, A; Ojeda-Flores, R; Arrigo, NC; Islam, A; Khan, SA; Hosseini, P; Bogich, TL; Olival, KJ; Sanchez-Leon, MD; Karesh, WB; Goldstein, T; Luby, SP; Morse, SS; Mazet, JAK; Daszak, P; Lipkin, WI",A Strategy To Estimate Unknown Viral Diversity in Mammals,MBIO,2013,pteropus,giganteus,rubulavirinae,pararubulavirus,NA,NA,1,NA,926,additional pooled samples,
"Anthony, SJ; Epstein, JH; Murray, KA; Navarrete-Macias, I; Zambrana-Torrelio, CM; Solovyov, A; Ojeda-Flores, R; Arrigo, NC; Islam, A; Khan, SA; Hosseini, P; Bogich, TL; Olival, KJ; Sanchez-Leon, MD; Karesh, WB; Goldstein, T; Luby, SP; Morse, SS; Mazet, JAK; Daszak, P; Lipkin, WI",A Strategy To Estimate Unknown Viral Diversity in Mammals,MBIO,2013,pteropus,giganteus,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,NA,926,additional pooled samples,subtract from total
"Anthony, SJ; Epstein, JH; Murray, KA; Navarrete-Macias, I; Zambrana-Torrelio, CM; Solovyov, A; Ojeda-Flores, R; Arrigo, NC; Islam, A; Khan, SA; Hosseini, P; Bogich, TL; Olival, KJ; Sanchez-Leon, MD; Karesh, WB; Goldstein, T; Luby, SP; Morse, SS; Mazet, JAK; Daszak, P; Lipkin, WI",A Strategy To Estimate Unknown Viral Diversity in Mammals,MBIO,2013,pteropus,giganteus,orthoparamyxovirinae,NA,NA,NA,1,NA,NA,"additional pooled samples, sample size reported for nipah",
"Marsh, GA; de Jong, C; Barr, JA; Tachedjian, M; Smith, C; Middleton, D; Yu, M; Todd, S; Foord, AJ; Haring, V; Payne, J; Robinson, R; Broz, I; Crameri, G; Field, HE; Wang, LF",Cedar Virus: A Novel Henipavirus Isolated from Australian Bats,PLOS PATHOGENS,2012,pteropus,NA,orthoparamyxovirinae,henipavirus,cedar virus,1,NA,1,100,additional pooled samples,
"Marsh, GA; de Jong, C; Barr, JA; Tachedjian, M; Smith, C; Middleton, D; Yu, M; Todd, S; Foord, AJ; Haring, V; Payne, J; Robinson, R; Broz, I; Crameri, G; Field, HE; Wang, LF",Cedar Virus: A Novel Henipavirus Isolated from Australian Bats,PLOS PATHOGENS,2012,pteropus,NA,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,100,additional pooled samples,
"Wacharapluesadee, S; Samseeneam, P; Phermpool, M; Kaewpom, T; Rodpan, A; Maneeorn, P; Srongmongkol, P; Kanchanasaka, B; Hemachudha, T",Molecular characterization of Nipah virus from Pteropus hypomelanus in Southern Thailand,VIROLOGY JOURNAL,2016,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,0,1,NA,pool,,
"Waruhiu, C; Ommeh, S; Obanda, V; Agwanda, B; Gakuya, F; Ge, XY; Yang, XL; Wu, LJ; Zohaib, A; Hu, B; Shi, ZL","Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses",VIROLOGICA SINICA,2017,eidolon,helvum,orthoparamyxovirinae,NA,NA,NA,1,NA,pool,,
"Waruhiu, C; Ommeh, S; Obanda, V; Agwanda, B; Gakuya, F; Ge, XY; Yang, XL; Wu, LJ; Zohaib, A; Hu, B; Shi, ZL","Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses",VIROLOGICA SINICA,2017,eidolon,helvum,rubulavirinae,NA,NA,NA,1,NA,pool,,
"Waruhiu, C; Ommeh, S; Obanda, V; Agwanda, B; Gakuya, F; Ge, XY; Yang, XL; Wu, LJ; Zohaib, A; Hu, B; Shi, ZL","Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses",VIROLOGICA SINICA,2017,rousettus,aegyptiacus,NA,NA,NA,NA,0,NA,pool,,
"Waruhiu, C; Ommeh, S; Obanda, V; Agwanda, B; Gakuya, F; Ge, XY; Yang, XL; Wu, LJ; Zohaib, A; Hu, B; Shi, ZL","Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses",VIROLOGICA SINICA,2017,epomophorus,minimus,NA,NA,NA,NA,0,NA,pool,,
"Waruhiu, C; Ommeh, S; Obanda, V; Agwanda, B; Gakuya, F; Ge, XY; Yang, XL; Wu, LJ; Zohaib, A; Hu, B; Shi, ZL","Molecular detection of viruses in Kenyan bats and discovery of novel astroviruses, caliciviruses and rotaviruses",VIROLOGICA SINICA,2017,epomophorus,labiatus minor,NA,NA,NA,NA,0,NA,pool,,
"McMichael, L; Edson, D; Mayer, D; Broos, A; Kopp, S; Meers, J; Field, H",PHYSIOLOGIC BIOMARKERS AND HENDRA VIRUS INFECTION IN AUSTRALIAN BLACK FLYING FOXES (PTEROPUS ALECTO),JOURNAL OF WILDLIFE DISEASES,2017,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,446,,
"Peel, AJ; Yinda, CK; Annand, EJ; Dale, AS; Eby, P; Eden, JS; Jones, DN; Kessler, MK; Lunn, TJ; Pearson, T; Schulz, JE; Smith, IL; Munster, VJ; Plowright, RK","Novel Hendra Virus Variant Circulating in Black Flying Foxes and Grey-Headed Flying Foxes, Australia",EMERGING INFECTIOUS DISEASES,2022,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,NA,"species sample size not specified, additional pooled samples",
"Peel, AJ; Yinda, CK; Annand, EJ; Dale, AS; Eby, P; Eden, JS; Jones, DN; Kessler, MK; Lunn, TJ; Pearson, T; Schulz, JE; Smith, IL; Munster, VJ; Plowright, RK","Novel Hendra Virus Variant Circulating in Black Flying Foxes and Grey-Headed Flying Foxes, Australia",EMERGING INFECTIOUS DISEASES,2022,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,NA,"species sample size not specified, additional pooled samples",
"Edson, D; Field, H; McMichael, L; Jordan, D; Kung, N; Mayer, D; Smith, C",Flying-Fox Roost Disturbance and Hendra Virus Spillover Risk,PLOS ONE,2015,pteropus,NA,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,pool,mixed-species roosts,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,pool,,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,alecto,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,pool,,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,poliocephalus,NA,NA,NA,NA,1,NA,pool,,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,alecto,NA,NA,NA,NA,1,NA,pool,,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,scapulatus,NA,NA,NA,NA,1,NA,pool,,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,conspicillatus,NA,NA,NA,NA,1,NA,pool,,
"Vidgen, ME; de Jong, C; Rose, K; Hall, J; Field, HE; Smith, CS",Novel paramyxoviruses in Australian flying-fox populations support host-virus co-evolution,JOURNAL OF GENERAL VIROLOGY,2015,pteropus,melanotus natalis,NA,NA,NA,NA,1,NA,28,,
"Goldspink, LK; Edson, DW; Vidgen, ME; Bingham, J; Field, HE; Smith, CS",Natural Hendra Virus Infection in Flying-Foxes - Tissue Tropism and Risk Factors,PLOS ONE,2015,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,105,,
"Goldspink, LK; Edson, DW; Vidgen, ME; Bingham, J; Field, HE; Smith, CS",Natural Hendra Virus Infection in Flying-Foxes - Tissue Tropism and Risk Factors,PLOS ONE,2015,pteropus,conspicillatus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,44,,
"Goldspink, LK; Edson, DW; Vidgen, ME; Bingham, J; Field, HE; Smith, CS",Natural Hendra Virus Infection in Flying-Foxes - Tissue Tropism and Risk Factors,PLOS ONE,2015,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,91,,
"Goldspink, LK; Edson, DW; Vidgen, ME; Bingham, J; Field, HE; Smith, CS",Natural Hendra Virus Infection in Flying-Foxes - Tissue Tropism and Risk Factors,PLOS ONE,2015,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,NA,0,NA,50,,
"Chua, KB; Koh, CL; Hooi, PS; Wee, KF; Khong, JH; Chua, BH; Chan, YP; Lim, ME; Lam, SK",Isolation of Nipah virus from Malaysian Island flying-foxes,MICROBES AND INFECTION,2002,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,NA,NA,1,pool,,
"McMichael, L; Edson, D; Smith, C; Mayer, D; Smith, I; Kopp, S; Meers, J; Field, H","Physiological stress and Hendra virus in flying-foxes (Pteropus spp.), Australia",PLOS ONE,2017,pteropus,NA,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,pool,mixed-species roosts,
"McMichael, L; Edson, D; Smith, C; Mayer, D; Smith, I; Kopp, S; Meers, J; Field, H","Physiological stress and Hendra virus in flying-foxes (Pteropus spp.), Australia",PLOS ONE,2017,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,375,,
"McMichael, L; Edson, D; Smith, C; Mayer, D; Smith, I; Kopp, S; Meers, J; Field, H","Physiological stress and Hendra virus in flying-foxes (Pteropus spp.), Australia",PLOS ONE,2017,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,NA,0,NA,86,,
"McMichael, L; Edson, D; Smith, C; Mayer, D; Smith, I; Kopp, S; Meers, J; Field, H","Physiological stress and Hendra virus in flying-foxes (Pteropus spp.), Australia",PLOS ONE,2017,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,NA,0,NA,103,,
"Li, Y; Wang, JM; Hickey, AC; Zhang, YZ; Li, YC; Wu, Y; Zhang, HJ; Yuan, JF; Han, ZG; McEachern, J; Broder, CC; Wang, LF; Shi, ZL","Antibodies to Nipah or Nipah-like Viruses in Bats, China",EMERGING INFECTIOUS DISEASES,2008,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,1,0,NA,16,,
"Li, Y; Wang, JM; Hickey, AC; Zhang, YZ; Li, YC; Wu, Y; Zhang, HJ; Yuan, JF; Han, ZG; McEachern, J; Broder, CC; Wang, LF; Shi, ZL","Antibodies to Nipah or Nipah-like Viruses in Bats, China",EMERGING INFECTIOUS DISEASES,2008,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,2,,
"Field, H; Jordan, D; Edson, D; Morris, S; Melville, D; Parry-Jones, K; Broos, A; Divljan, A; McMichael, L; Davis, R; Kung, N; Kirkland, P; Smith, C",Spatiotemporal Aspects of Hendra Virus Infection in Pteropid Bats (Flying-Foxes) in Eastern Australia,PLOS ONE,2015,pteropus,NA,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,pool,mixed-species roosts,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,PLOS ONE,2016,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,1,1,NA,137,additional pooled samples,
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,PLOS ONE,2016,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,cedar virus,1,1,NA,NA,"additional pooled samples, sample size reported for hendra",
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,PLOS ONE,2016,pteropus,poliocephalus,rubulavirinae,pararubulavirus,teviot virus,NA,1,NA,137,additional pooled samples,subtract from total
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,PLOS ONE,2016,pteropus,poliocephalus,NA,NA,geelong virus,NA,1,NA,NA,"additional pooled samples, sample size reported for hendra",
"Burroughs, AL; Durr, PA; Boyd, V; Graham, K; White, JR; Todd, S; Barr, J; Smith, I; Baverstock, G; Meers, J; Crameri, G; Wang, LF",Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,PLOS ONE,2016,pteropus,poliocephalus,NA,NA,yarra bend virus,NA,1,NA,NA,"additional pooled samples, sample size reported for hendra",
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",EPIDEMIOLOGY AND INFECTION,2019,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,1,1,NA,1012,,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",EPIDEMIOLOGY AND INFECTION,2019,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,1,0,NA,742,,
"Edson, D; Peel, AJ; Huth, L; Mayer, DG; Vidgen, ME; McMichael, L; Broos, A; Melville, D; Kristoffersen, J; de Jong, C; McLaughlin, A; Field, HE","Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (Pteropus alecto)",EPIDEMIOLOGY AND INFECTION,2019,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,0,0,NA,214,,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",EMERGING INFECTIOUS DISEASES,2005,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,34,,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",EMERGING INFECTIOUS DISEASES,2005,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,64,,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",EMERGING INFECTIOUS DISEASES,2005,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,1,0,NA,36,,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",EMERGING INFECTIOUS DISEASES,2005,pteropus,lylei,orthoparamyxovirinae,henipavirus,nipah virus,1,1,NA,857,,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",EMERGING INFECTIOUS DISEASES,2005,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,1,0,NA,39,,
"Wacharapluesadee, S; Lumlertdacha, B; Boongird, K; Wanghongsa, S; Chanhome, L; Rollin, P; Stockton, P; Rupprecht, CE; Ksiazek, TG; Hemachudha, T","Bat Nipah virus, Thailand",EMERGING INFECTIOUS DISEASES,2005,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,11,,
"Breed, AC; Breed, MF; Meers, J; Field, HE",Evidence of Endemic Hendra Virus Infection in Flying-Foxes (Pteropus conspicillatus)-Implications for Disease Risk Management,PLOS ONE,2011,pteropus,conspicillatus,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,NA,521,,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),TRANSBOUNDARY AND EMERGING DISEASES,2022,pteropus,melanotus natalis,orthoparamyxovirinae,henipavirus,cedar virus,1,0,0,228,,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),TRANSBOUNDARY AND EMERGING DISEASES,2022,pteropus,melanotus natalis,orthoparamyxovirinae,henipavirus,hendra virus,1,0,0,NA,sample size listed for cedar,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),TRANSBOUNDARY AND EMERGING DISEASES,2022,pteropus,melanotus natalis,orthoparamyxovirinae,henipavirus,nipah virus,0,0,0,NA,sample size listed for cedar,
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),TRANSBOUNDARY AND EMERGING DISEASES,2022,pteropus,melanotus natalis,rubulavirinae,pararubulavirus,menangle virus,1,0,0,228,,subtract from total
"Pulscher, LA; Peel, AJ; Rose, K; Welbergen, JA; Baker, ML; Boyd, V; Low-Choy, S; Edson, D; Todd, C; Dorrestein, A; Hall, J; Todd, S; Broder, CC; Yan, LY; Xu, K; Peck, GR; Phalen, DN",Serological evidence of a pararubulavirus and a betacoronavirus in the geographically isolated Christmas Island flying-fox (Pteropus natalis),TRANSBOUNDARY AND EMERGING DISEASES,2022,pteropus,melanotus natalis,rubulavirinae,pararubulavirus,tioman virus,1,0,0,NA,sample size reported for menangle,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,orthoparamyxovirinae,henipavirus,cedar virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,NA,NA,yarra bend virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,NA,NA,geelong virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,rubulavirinae,pararubulavirus,hervey virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,rubulavirinae,pararubulavirus,menangle virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,rubulavirinae,pararubulavirus,yeppoon virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,rubulavirinae,pararubulavirus,grove virus,NA,1,NA,pool,mixed-species roosts,
"Peel, AJ; Wells, K; Giles, J; Boyd, V; Burroughs, A; Edson, D; Crameri, G; Baker, ML; Field, H; Wang, LF; McCallum, H; Plowright, RK; Clark, N",Synchronous shedding of multiple bat paramyxoviruses coincides with peak periods of Hendra virus spillover,EMERGING MICROBES & INFECTIONS,2019,pteropus,NA,rubulavirinae,pararubulavirus,teviot virus,NA,1,NA,pool,mixed-species roosts,
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",EMERGING INFECTIOUS DISEASES,2013,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,0,253,,
"Rahman, SA; Hassan, L; Epstein, JH; Mamat, ZC; Yatim, AM; Hassan, SS; Field, HE; Hughes, T; Westrum, J; Naim, MS; Suri, AS; Jamaluddin, AA; Daszak, P","Risk Factors for Nipah Virus Infection among Pteropid Bats, Peninsular Malaysia",EMERGING INFECTIOUS DISEASES,2013,pteropus,hypomelanus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,0,119,,
