Family,Genus,Species,Binomial,X_For_Partition,Binomial_2,No_VF,RNA,DNA,Retro,Zoo,RWL,log_AR,AR,log_Forearm,Forearm,log_Mass,Mass,Pulse,sqrt_Rarea,Range_Area,Median_Y_Lat,Median_X_Long,Sympatry,log_Median,Group Size,Roost,Lifespan,Torpor,Diet_2,Migration,Status,Trend,sin_Citations,sin_No_Mixed,Residuals,PhyloClust56,PhyloClust41
Vespertilionidae,Myotis,septentrionalis,Myotis septentrionalis,269,Myotis_septentrionalis,0,0,0,0,0,NA,NA,NA,1.561101384,36.40000003,1.261976191,18.27999998,1,2224.131291,4946760,45.8843994,-89.0791016,22,NA,NA,G,NA,H,Pred,NA,LC,S,5.529444834,0.881373587,-155.0801022,PC1,PC4
Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,270,Phyllostomus_hastatus,0,0,0,0,0,53.08102268,0.880813592,7.599999995,1.927370363,84.59999999,1.954724791,90.1,1,3553.758574,12629200,-5.8723102,-59.5695,264,1.740362689,54.99999994,G,120,T,NA,N,LC,S,5.247051772,3.402306645,14.43340971,PC3,PC12
Cistugidae,Cistugo,lesueuri,Cistugo lesueuri,271,Cistugo_lesueuri,0,0,0,0,0,NA,NA,NA,1.537819095,34.49999999,0.804820679,6.380000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,D,0.881373587,NA,NA,PC1,PC5
Cistugidae,Cistugo,seabrae,Cistugo seabrae,272,Cistugo_seabrae,0,0,0,0,0,NA,NA,NA,1.511749711,32.48999997,0.729974286,5.370000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,NA,PC1,PC5
Craseonycteridae,Craseonycteris,thonglongyai,Craseonycteris thonglongyai,273,Craseonycteris_thonglongyai,0,0,0,0,0,41.98416079,0.851258349,7.100000005,1.38219721,24.10999998,0.408239965,2.559999998,1,89.18486386,7953.939942,16.1394005,98.1035995,60,1,10,CV,NA,NA,Pred,NA,V,D,2.99822295,NA,-0.690516324,PC6,PC36
Emballonuridae,Balantiopteryx,infusca,Balantiopteryx infusca,274,Balantiopteryx_infusca,0,0,0,0,0,NA,NA,NA,1.590953235,38.98999998,0.956648579,9.049999996,NA,53.30722195,2841.659912,2.5838101,-77.4821014,114,NA,NA,CV,NA,NA,Pred,NA,V,D,1.443635475,NA,55.26540343,PC4,PC19
Emballonuridae,Balantiopteryx,io,Balantiopteryx io,275,Balantiopteryx_io,0,0,0,0,0,NA,0.869818208,7.41,1.568201724,36.99999999,0.598790507,3.970000002,NA,413.0157382,170582,16.8638,-91.870903,102,2.701136066,502.4999999,CV,NA,NA,Pred,NA,V,D,0,2.776472281,23.65539134,PC4,PC19
Emballonuridae,Balantiopteryx,plicata,Balantiopteryx plicata,276,Balantiopteryx_plicata,0,0,0,0,0,NA,NA,NA,1.625621081,42.22999996,0.81756537,6.570000007,1,908.1905086,824809.9999,17.7513008,-96.441597,146,3.243038049,1750.000001,G,NA,NT,Pred,NA,LC,U,2.776472281,3.259572556,40.66024724,PC4,PC19
Emballonuridae,Centronycteris,centralis,Centronycteris centralis,277,Centronycteris_centralis,0,0,0,0,0,NA,NA,NA,NA,NA,1.152288344,14.19999999,NA,1541.992218,2377740,2.0810599,-75.8713989,240,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.443635475,NA,100.107662,PC4,PC19
Emballonuridae,Centronycteris,maximiliani,Centronycteris maximiliani,278,Centronycteris_maximiliani,0,0,0,0,0,NA,NA,NA,1.658011397,45.50000004,1.361727836,23,NA,2376.350143,5647040.002,-4.0304799,-55.3675003,167,NA,NA,C,NA,NA,Pred,NA,LC,U,2.644120761,NA,-18.37852546,PC4,PC19
Emballonuridae,Coleura,seychellensis,Coleura seychellensis,279,Coleura_seychellensis,0,0,0,0,0,37.10854325,0.812913357,6.500000005,1.735119634,54.33999999,1.026941628,10.64,1,15.0895328,227.6940001,-4.5741401,55.5121994,2,1.505149978,31.99999998,G,NA,NA,Pred,NA,CE,D,2.094712547,NA,-54.65110588,PC4,PC20
Emballonuridae,Cormura,brevirostris,Cormura brevirostris,280,Cormura_brevirostris,0,0,0,0,0,NA,NA,NA,1.68871634,48.83332996,0.913813852,8.199999993,1,2797.355894,7825199.998,-3.21473,-62.7389984,219,0.544068044,3.499999997,G,NA,NA,Pred,NA,LC,U,1.818446459,0.881373587,10.6697581,PC4,PC19
Emballonuridae,Cyttarops,alecto,Cyttarops alecto,281,Cyttarops_alecto,0,0,0,0,0,NA,NA,NA,1.672097858,47.00000001,0.72427587,5.300000005,NA,829.3358789,687798,2.68031,-54.6236,177,0,1,G,NA,NA,Pred,NA,LC,U,2.094712547,NA,75.9591175,PC4,PC19
Emballonuridae,Diclidurus,albus,Diclidurus albus,282,Diclidurus_albus,0,0,0,0,0,40,0.73239376,5.400000002,1.819543936,66.00000007,1.219060332,16.55999998,1,3535.010608,12496300,-4.5705099,-60.8078995,285,0.397940009,2.500000002,F,NA,NA,Pred,Y,LC,U,1.818446459,0,36.45548126,PC4,PC19
Emballonuridae,Diclidurus,ingens,Diclidurus ingens,283,Diclidurus_ingens,0,0,0,0,0,NA,NA,NA,1.854306042,71.50000003,1.089905111,12.29999999,NA,1445.036332,2088130.001,1.17224,-66.1970978,163,NA,NA,F,NA,NA,Pred,NA,DD,U,0,2.312438341,28.39334749,PC4,PC19
Emballonuridae,Diclidurus,isabellus,Diclidurus isabellus,284,Diclidurus_isabellus,0,0,0,0,0,NA,NA,NA,1.73239376,54.00000002,1.100715087,12.61000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,NA,PC4,PC19
Emballonuridae,Diclidurus,scutatus,Diclidurus scutatus,285,Diclidurus_scutatus,0,0,0,0,0,NA,NA,NA,1.736396502,54.49999997,1.134177108,13.62000001,NA,1241.201031,1540579.999,3.04245,-60.7503014,177,NA,NA,F,NA,NA,Pred,NA,LC,U,0.881373587,NA,53.50571357,PC4,PC19
Emballonuridae,Emballonura,alecto,Emballonura alecto,286,Emballonura_alecto,0,0,0,0,0,NA,NA,NA,1.66266341,45.99000005,0.720159303,5.249999995,NA,1100.935965,1212059.999,2.8763499,117.5159988,171,NA,NA,G,NA,NA,Pred,NA,LC,D,1.443635475,NA,55.15245952,PC4,PC20
Emballonuridae,Emballonura,atrata,Emballonura atrata,287,Emballonura_atrata,0,0,0,0,0,NA,NA,NA,1.582517884,38.24000003,0.658011397,4.550000004,NA,325.1169021,105701,-19.8092995,48.3241005,19,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.443635475,NA,-54.55268086,PC4,PC20
Emballonuridae,Emballonura,beccarii,Emballonura beccarii,288,Emballonura_beccarii,0,0,0,0,0,NA,NA,NA,1.612783857,41.00000003,0.63447727,4.309999998,NA,301.8534413,91115.50002,-5.2407298,144.0659943,86,NA,NA,CV,NA,NA,Pred,NA,LC,U,0,NA,13.71555919,PC4,PC20
Emballonuridae,Emballonura,dianae,Emballonura dianae,289,Emballonura_dianae,0,0,0,0,0,NA,NA,NA,1.648262406,44.49000003,1.120902818,13.21000001,NA,300.7562084,90454.29689,-6.11801,149.102005,75,NA,NA,CV,NA,NA,Pred,NA,LC,U,0.881373587,NA,2.775376376,PC4,PC20
Emballonuridae,Emballonura,monticola,Emballonura monticola,290,Emballonura_monticola,0,0,0,0,0,33.26616243,0.886490725,7.699999997,1.654657755,45.15000004,0.72427587,5.300000005,NA,1300.184602,1690479.999,0.117064,109.677002,170,0.301029996,2.000000002,G,NA,NA,Pred,Y,LC,D,0,NA,43.29014183,PC4,PC20
Emballonuridae,Emballonura,raffrayana,Emballonura raffrayana,291,Emballonura_raffrayana,0,0,0,0,0,NA,NA,NA,1.62838893,42.5,0.770852012,5.900000005,NA,465.2687395,216475,-5.0079799,142.401001,112,NA,NA,G,NA,NA,Pred,NA,LC,U,0,NA,30.80674601,PC4,PC20
Emballonuridae,Emballonura,semicaudata,Emballonura semicaudata,292,Emballonura_semicaudata,0,0,0,0,0,32.09806459,0.851258349,7.100000005,1.649821463,44.64999998,0.84509804,7,1,128.6164811,16542.19921,-13.9879999,99.4201965,10,2.282168778,191.4999999,CV,NA,NA,Pred,Y,E,D,3.259572556,NA,-52.840186,PC4,PC20
Emballonuridae,Emballonura,serii,Emballonura serii,293,Emballonura_serii,0,0,0,0,0,NA,NA,NA,NA,NA,0.850646235,7.089999997,NA,96.57344194,9326.429688,-3.3007901,148.397995,39,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-22.09331498,PC4,PC20
Emballonuridae,Emballonura,tiavato,Emballonura tiavato,294,Emballonura_tiavato,0,0,0,0,0,NA,NA,NA,NA,NA,0.568201724,3.699999999,NA,386.5281361,149404,-17.5741997,45.8182983,27,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,-49.90060004,PC4,PC20
Emballonuridae,Mosia,nigrescens,Mosia nigrescens,295,Mosia_nigrescens,0,0,0,0,0,NA,NA,NA,1.537819095,34.49999999,0.568201724,3.699999999,NA,1044.351473,1090669.999,-4.6781602,137.9089966,160,NA,NA,G,NA,NA,Pred,NA,LC,S,1.818446459,NA,47.23724212,PC4,PC19
Emballonuridae,Peropteryx,kappleri,Peropteryx kappleri,296,Peropteryx_kappleri,0,0,0,0,0,NA,NA,NA,1.694605199,49.50000001,0.99343623,9.849999989,2.02,3452.969736,11923000,-4.6410298,-60.1427994,273,0.544068044,3.499999997,G,NA,NA,Pred,NA,LC,U,2.312438341,NA,28.92805396,PC4,PC19
Emballonuridae,Peropteryx,leucoptera,Peropteryx leucoptera,297,Peropteryx_leucoptera,0,0,0,0,0,NA,NA,NA,1.643452676,43.99999995,1.10720997,12.80000001,NA,2255.861255,5088910.002,-2.6672201,-59.8847008,174,NA,NA,G,NA,NA,Pred,NA,LC,U,1.443635475,NA,-4.809905476,PC4,PC19
Emballonuridae,Peropteryx,macrotis,Peropteryx macrotis,298,Peropteryx_macrotis,0,0,0,0,0,NA,NA,NA,1.605305046,40.29999999,0.763427994,5.800000006,NA,3563.256937,12696800,-5.2228699,-59.8773994,276,1,10,G,NA,T,Pred,NA,LC,S,3.333477587,2.99822295,25.91559319,PC4,PC19
Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,299,Peropteryx_trinitatis,0,0,0,0,0,NA,NA,NA,NA,NA,0.62324929,4.199999996,NA,81.35828121,6619.169921,10.6786003,-61.9177017,59,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,-1.263839242,PC4,PC19
Emballonuridae,Saccolaimus,saccolaimus,Saccolaimus saccolaimus,300,Saccolaimus_saccolaimus,0,0,0,0,0,NA,NA,NA,NA,NA,1.633468456,43.00000004,NA,1389.154419,1929750,6.32899,105.052002,330,NA,NA,G,NA,NA,Pred,NA,LC,U,2.094712547,NA,198.439828,PC4,PC22
Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,301,Saccopteryx_bilineata,0,0,0,0,0,30.14150434,0.785329835,6.1,1.66266341,45.99000005,0.892094603,7.800000006,1,3554.110297,12631700,-3.81264,-61.4887009,289,1,10,G,NA,T,Pred,N,LC,U,5.429364865,3.584289652,39.41423504,PC4,PC19
Emballonuridae,Saccopteryx,canescens,Saccopteryx canescens,302,Saccopteryx_canescens,0,0,0,0,0,NA,NA,NA,1.576629248,37.72499996,0.531478917,3.4,NA,2526.495597,6383180.002,-0.503225,-64.4757004,224,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,30.43608544,PC4,PC19
Emballonuridae,Saccopteryx,gymnura,Saccopteryx gymnura,303,Saccopteryx_gymnura,0,0,0,0,0,NA,NA,NA,1.531478917,34,0.78604121,6.109999997,NA,884.3692668,782109.0001,1.55234,-55.2114983,129,NA,NA,NA,NA,NA,Pred,NA,DD,U,2.094712547,NA,24.9588955,PC4,PC19
Emballonuridae,Saccopteryx,leptura,Saccopteryx leptura,304,Saccopteryx_leptura,0,0,0,0,0,NA,NA,NA,1.58546073,38.50000004,0.707570176,5.099999999,1.5,3505.495685,12288500,-5.7056198,-59.1557999,263,0.698970004,4.999999996,G,NA,NT,Pred,NA,LC,U,2.094712547,2.99822295,16.0645285,PC4,PC19
Emballonuridae,Taphozous,australis,Taphozous australis,305,Taphozous_australis,0,0,0,0,0,NA,NA,NA,1.818225894,65.80000006,1.380211242,24.00000002,NA,195.7924902,38334.69922,-17.1737003,146.1970062,58,NA,NA,G,NA,T,Pred,N,NT,D,0,NA,-8.502379948,PC4,PC22
Emballonuridae,Taphozous,hildegardeae,Taphozous hildegardeae,306,Taphozous_hildegardeae,0,0,0,0,0,NA,NA,NA,1.822821645,66.49999995,1.437750563,27.40000001,1,211.5386526,44748.60154,-4.7953401,39.0005989,71,NA,NA,CV,NA,NA,Pred,NA,V,D,0.881373587,1.818446459,3.63919602,PC4,PC22
Emballonuridae,Taphozous,longimanus,Taphozous longimanus,307,Taphozous_longimanus,0,0,0,0,0,58.47949759,0.991226076,9.800000007,1.785329835,61,1.365487985,23.20000001,2,2188.778198,4790750,13.9087,92.2687988,212,1.041392685,11,G,NA,NA,Pred,NA,LC,S,3.73823603,NA,36.84722106,PC4,PC22
Emballonuridae,Taphozous,nudiventris,Taphozous nudiventris,308,Taphozous_nudiventris,0,0,0,0,0,60.84354405,0.977723605,9.499999994,1.881669908,76.15000006,1.511749711,32.48999997,1,1098.817546,1207399.999,20.9351997,59.1880989,184,2.77815125,599.9999995,NA,NA,NA,Pred,Y,LC,S,3.093102195,NA,68.26794809,PC4,PC22
Furipteridae,Furipterus,horrens,Furipterus horrens,309,Furipterus_horrens,0,0,0,0,0,NA,NA,NA,1.574031268,37.50000002,0.53529412,3.43,NA,3133.012927,9815770.001,-4.2727098,-58.2209015,245,2.188928484,154.5000001,G,NA,NA,Pred,NA,LC,U,2.776472281,0.881373587,18.37094621,PC3,PC16
Hipposideridae,Asellia,tridens,Asellia tridens,310,Asellia_tridens,0,0,0,0,0,NA,NA,NA,1.710371264,51.32999997,1.10720997,12.80000001,1,4113.39276,16920000,22.2262001,23.9326,130,2.477121255,300.0000002,G,NA,H,Pred,NA,LC,S,3.259572556,NA,-150.0758294,PC5,PC30
Hipposideridae,Aselliscus,tricuspidatus,Aselliscus tricuspidatus,311,Aselliscus_tricuspidatus,0,0,0,0,0,NA,NA,NA,1.607455023,40.49999998,0.643452676,4.399999995,NA,524.0677437,274647,-4.91926,143.9349976,119,NA,NA,G,NA,NA,Pred,NA,LC,S,0.881373587,NA,34.60123618,PC5,PC29
Hipposideridae,Cloeotis,percivali,Cloeotis percivali,312,Cloeotis_percivali,0,0,0,0,0,NA,NA,NA,1.537819095,34.49999999,0.619093331,4.160000004,NA,726.9931224,528519,-22.0932999,29.3477001,83,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.491779853,NA,-12.46152422,PC5,PC34
Hipposideridae,Coelops,frithii,Coelops frithii,313,Coelops_frithii,0,0,0,0,0,24.19048416,0.636487896,4.329999996,1.612783857,41.00000003,0.876217841,7.520000007,NA,1578.283878,2490980,13.6684999,100.7009964,209,NA,NA,NA,NA,H,Pred,NA,LC,U,1.443635475,NA,67.12917144,PC5,PC29
Hipposideridae,Coelops,robinsoni,Coelops robinsoni,314,Coelops_robinsoni,0,0,0,0,0,NA,NA,NA,1.543943942,34.98999996,0.812913357,6.500000005,NA,371.1387881,137744,1.58049,115.0199966,103,NA,NA,G,NA,NA,Pred,NA,V,D,0,NA,26.93837176,PC5,PC29
Hipposideridae,Hipposideros,alongensis,Hipposideros alongensis,315,Hipposideros_alongensis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC5,PC27
Hipposideridae,Hipposideros,ater,Hipposideros ater,316,Hipposideros_ater,0,0,0,0,0,NA,NA,NA,1.590953235,38.98999998,0.838849091,6.900000004,NA,1917.65221,3677389.999,0.20488,116.8600006,359,NA,NA,G,NA,NA,Pred,NA,LC,U,2.312438341,NA,198.6280329,PC5,PC27
Hipposideridae,Hipposideros,beatus,Hipposideros beatus,317,Hipposideros_beatus,0,0,0,0,0,NA,NA,NA,1.638489257,43.5,0.826074803,6.700000005,NA,1279.030883,1635920,2.9349799,14.9219999,119,NA,NA,NA,NA,NA,Pred,NA,LC,D,1.443635475,NA,-6.556633636,PC5,PC27
Hipposideridae,Hipposideros,boeadii,Hipposideros boeadii,318,Hipposideros_boeadii,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,19.50779295,380.5539858,-4.3902602,121.7649994,42,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,-14.8919735,PC5,PC27
Hipposideridae,Hipposideros,calcaratus,Hipposideros calcaratus,319,Hipposideros_calcaratus,0,0,0,0,0,NA,NA,NA,1.703205371,50.49000004,1.117271296,13.10000001,NA,466.3453656,217478,-5.6211801,147.5269928,90,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,8.748052232,PC5,PC27
Hipposideridae,Hipposideros,cervinus,Hipposideros cervinus,320,Hipposideros_cervinus,0,0,0,0,0,NA,NA,NA,1.679200696,47.77500003,0.86332286,7.299999998,NA,1401.748908,1964900.001,-1.16108,118.6989975,279,NA,NA,G,NA,NT,Pred,NA,LC,U,2.312438341,NA,146.7532219,PC5,PC27
Hipposideridae,Hipposideros,coronatus,Hipposideros coronatus,321,Hipposideros_coronatus,0,0,0,0,0,NA,NA,NA,1.667452953,46.50000001,1.176091259,15,NA,31.40566794,986.3159788,12.5717001,123.7279968,43,NA,NA,NA,NA,NA,Pred,NA,DD,U,0.881373587,NA,-14.54060277,PC5,PC27
Hipposideridae,Hipposideros,coxi,Hipposideros coxi,322,Hipposideros_coxi,0,0,0,0,0,NA,NA,NA,1.72427587,53.00000005,1.338854746,21.81999999,NA,51.8128369,2684.570068,1.82277,110.9309998,63,NA,NA,NA,NA,NA,Pred,NA,E,D,0,NA,4.346871914,PC5,PC27
Hipposideridae,Hipposideros,cyclops,Hipposideros cyclops,323,Hipposideros_cyclops,0,0,0,0,0,NA,NA,NA,1.811172695,64.73999999,1.517459827,32.92000003,1,1526.754728,2330979.999,3.84868,8.0383902,155,0.812913357,6.500000005,G,NA,NA,Pred,NA,LC,D,2.893443986,2.491779853,15.93835502,PC5,PC28
Hipposideridae,Hipposideros,dinops,Hipposideros dinops,324,Hipposideros_dinops,0,0,0,0,0,NA,NA,NA,1.977723605,94.99999994,2.064757399,116.0799999,NA,155.2394949,24099.30078,-7.90663,158.1549988,33,NA,NA,NA,NA,NA,Pred,NA,DD,D,0,NA,-31.29157678,PC5,PC27
Hipposideridae,Hipposideros,doriae,Hipposideros doriae,325,Hipposideros_doriae,0,0,0,0,0,NA,NA,NA,1.574031268,37.50000002,0.627365857,4.240000004,NA,1118.776117,1251660,0.58875,109.0100021,118,NA,NA,NA,NA,NA,Pred,NA,NT,D,0.881373587,NA,1.179878722,PC5,PC27
Hipposideridae,Hipposideros,dyacorum,Hipposideros dyacorum,326,Hipposideros_dyacorum,0,0,0,0,0,NA,NA,NA,1.607455023,40.49999998,1.003891166,10.08999999,NA,874.6307792,764978.9999,1.04423,113.6520004,114,NA,NA,G,NA,NA,Pred,NA,LC,U,0.881373587,NA,10.48980275,PC5,PC27
Hipposideridae,Hipposideros,fulvus,Hipposideros fulvus,327,Hipposideros_fulvus,0,0,0,0,0,NA,NA,NA,1.611404638,40.87000003,0.84509804,7,1,1504.53315,2263619.999,21.2399998,77.3210983,107,1,10,C,144,NA,Pred,NA,LC,S,2.893443986,NA,-30.85020463,PC5,PC27
Hipposideridae,Hipposideros,galeritus,Hipposideros galeritus,328,Hipposideros_galeritus,0,0,0,0,0,NA,NA,NA,1.685965544,48.52499999,1.017033339,10.39999999,1,1530.931089,2343749.999,6.8755498,101.939003,190,NA,NA,G,NA,NT,Pred,NA,LC,U,1.443635475,NA,50.71067486,PC5,PC27
Hipposideridae,Hipposideros,grandis,Hipposideros grandis,329,Hipposideros_grandis,0,0,0,0,0,NA,NA,NA,NA,NA,1.332842267,21.52,NA,431.2678982,185992,21.6107006,98.6471024,86,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,6.660349352,PC5,PC27
Hipposideridae,Hipposideros,griffini,Hipposideros griffini,330,Hipposideros_griffini,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC5,PC27
Hipposideridae,Hipposideros,halophyllus,Hipposideros halophyllus,331,Hipposideros_halophyllus,0,0,0,0,0,NA,NA,NA,1.568201724,36.99999999,0.602059991,3.999999997,NA,152.3676488,23215.9004,15.2271004,99.5587006,91,NA,NA,CV,NA,NA,Pred,NA,V,D,0.881373587,NA,26.86498592,PC5,PC27
Hipposideridae,Hipposideros,khaokhouayensis,Hipposideros khaokhouayensis,332,Hipposideros_khaokhouayensis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,133.2156162,17746.4004,18.8677998,102.7639999,59,NA,NA,NA,NA,NA,Pred,NA,V,D,0,NA,-4.090914276,PC5,PC27
Hipposideridae,Hipposideros,lylei,Hipposideros lylei,333,Hipposideros_lylei,0,0,0,0,0,33.66559355,0.710963119,5.14,1.894869657,78.50000005,1.602059991,39.99999997,NA,1006.389587,1012820.001,17.3885994,100.6060028,157,NA,NA,CV,NA,NA,Pred,NA,LC,D,0.881373587,NA,46.30678735,PC5,PC27
Hipposideridae,Hipposideros,obscurus,Hipposideros obscurus,334,Hipposideros_obscurus,0,0,0,0,0,NA,NA,NA,1.62838893,42.5,0.982271233,9.599999999,NA,388.564023,150982,13.8091002,122.4369965,61,NA,NA,G,NA,NA,Pred,NA,LC,U,1.443635475,NA,-16.01158926,PC5,PC27
Hipposideridae,Hipposideros,pelingensis,Hipposideros pelingensis,335,Hipposideros_pelingensis,0,0,0,0,0,NA,NA,NA,NA,NA,1.332842267,21.52,NA,421.1033127,177328,-2.0961699,121.1959991,61,NA,NA,NA,NA,NA,Pred,NA,NT,D,0,NA,-17.78551408,PC5,PC27
Hipposideridae,Hipposideros,pygmaeus,Hipposideros pygmaeus,336,Hipposideros_pygmaeus,0,0,0,0,0,NA,NA,NA,1.579783597,38.00000003,0.547774705,3.529999997,NA,217.8999735,47480.39845,11.7621002,122.8850021,52,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,-15.70760027,PC5,PC27
Hipposideridae,Hipposideros,ridleyi,Hipposideros ridleyi,337,Hipposideros_ridleyi,0,0,0,0,0,NA,NA,NA,1.671080233,46.89000003,0.982271233,9.599999999,2,468.0202987,219043,4.3410802,108.2860031,118,NA,NA,NA,NA,NA,Pred,NA,V,D,2.094712547,NA,36.65674091,PC5,PC27
Hipposideridae,Hipposideros,rotalis,Hipposideros rotalis,338,Hipposideros_rotalis,0,0,0,0,0,NA,NA,NA,NA,NA,0.860936621,7.260000005,NA,171.3449725,29359.0996,18.4958992,103.7850037,65,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-0.169589381,PC5,PC27
Hipposideridae,Hipposideros,scutinares,Hipposideros scutinares,339,Hipposideros_scutinares,0,0,0,0,0,NA,NA,NA,NA,NA,1.332842267,21.52,NA,154.1599844,23765.30079,17.8027,105.3659973,68,NA,NA,NA,NA,NA,Pred,NA,V,D,0,NA,3.767274244,PC5,PC27
Hipposideridae,Hipposideros,terasensis,Hipposideros terasensis,340,Hipposideros_terasensis,0,0,0,0,0,32.45467,0.767897616,5.86,NA,NA,1.77815125,59.99999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Pred,NA,NA,NA,3.259572556,NA,NA,PC5,PC27
Hipposideridae,Hipposideros,turpis,Hipposideros turpis,341,Hipposideros_turpis,0,0,0,0,0,NA,NA,NA,1.836956737,68.69999999,1.541579244,34.8,NA,220.8547051,48776.80076,19.6781006,105.1880035,93,NA,NA,CV,NA,NA,Pred,NA,NT,D,2.312438341,NA,25.13131841,PC5,PC27
Hipposideridae,Triaenops,auritus,Triaenops auritus,342,Triaenops_auritus,0,0,0,0,0,NA,NA,NA,NA,NA,1.061452479,11.52,NA,72.48723958,5254.399902,-12.8436003,49.3488998,14,NA,NA,NA,NA,NA,Pred,NA,V,U,1.443635475,NA,-45.78022202,PC5,PC33
Hipposideridae,Triaenops,furculus,Triaenops furculus,343,Triaenops_furculus,0,0,0,0,0,NA,NA,NA,1.643353962,43.99,0.745074792,5.560000005,NA,239.0225947,57131.80078,-18.9102993,44.4921989,25,NA,NA,CV,NA,NA,Pred,NA,LC,U,1.818446459,NA,-43.85912946,PC5,PC33
Hipposideridae,Triaenops,persicus,Triaenops persicus,344,Triaenops_persicus,0,0,0,0,0,41.49339732,0.86923172,7.400000005,1.735199548,54.34999995,1.136720567,13.7,NA,1078.591674,1163359.999,2.3954599,39.5802994,161,NA,NA,G,NA,NA,Pred,Y,LC,U,2.491779853,1.443635475,46.37058975,PC5,PC33
Hipposideridae,Triaenops,rufus,Triaenops rufus,345,Triaenops_rufus,0,0,0,0,0,NA,NA,NA,1.720159303,52.49999995,0.959041392,9.099999993,NA,533.0375221,284129,-18.8015995,46.2332993,31,NA,NA,CV,NA,NA,Pred,NA,LC,U,2.094712547,NA,-53.88776381,PC5,PC33
Megadermatidae,Macroderma,gigas,Macroderma gigas,346,Macroderma_gigas,0,0,0,0,0,33.78113558,0.785329835,6.1,2.029383778,107.0000001,2.078456818,119.8,1,1038.652974,1078800,-17.6165009,131.8699951,55,0.176091259,1.5,G,NA,T,Pred,N,V,D,3.912422766,1.443635475,-57.45209625,PC6,PC37
Megadermatidae,Megaderma,spasma,Megaderma spasma,347,Megaderma_spasma,0,0,0,0,0,33,0.698970004,4.999999996,1.781036939,60.40000005,1.354108439,22.59999999,1,2014.628998,4058730,9.85116,104.7590027,267,1.217483944,16.49999999,NA,NA,NA,Pred,NA,LC,U,2.644120761,NA,101.3412079,PC6,PC37
Miniopteridae,Miniopterus,fraterculus,Miniopterus fraterculus,348,Miniopterus_fraterculus,0,0,0,0,0,NA,NA,NA,1.62838893,42.5,0.868056362,7.380000003,NA,NA,NA,NA,NA,NA,NA,NA,G,NA,NA,Pred,NA,LC,U,2.094712547,NA,NA,PC1,PC6
Miniopteridae,Miniopterus,griffithsi,Miniopterus griffithsi,349,Miniopterus_griffithsi,0,0,0,0,0,NA,NA,NA,NA,NA,1.133538908,13.59999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC6
Miniopteridae,Miniopterus,macrocneme,Miniopterus macrocneme,350,Miniopterus_macrocneme,0,0,0,0,0,NA,NA,NA,1.63286204,42.93999999,0.876794976,7.529999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,NA,PC1,PC6
Miniopteridae,Miniopterus,majori,Miniopterus majori,351,Miniopterus_majori,0,0,0,0,0,NA,NA,NA,1.649334859,44.60000003,1.124178055,13.30999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,NA,PC1,PC6
Miniopteridae,Miniopterus,medius,Miniopterus medius,352,Miniopterus_medius,0,0,0,0,0,NA,NA,NA,NA,NA,1.056904851,11.39999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,NA,PC1,PC6
Miniopteridae,Miniopterus,newtonii,Miniopterus newtonii,353,Miniopterus_newtonii,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC6
